pitcher,pitch_type_label,count,avg_release_speed_mph,avg_ivb_in,avg_hb_in,avg_hb_in_mirrored,total_pitches,usage_pct,throws
MEX-6989,Curveball,10,78.146,-3.215,3.154,-3.154,91,0.11,R
MEX-6989,Cutter,7,87.851,7.361,-0.614,0.614,91,0.077,R
MEX-7087,Fastball,7,86.099,10.447,11.146,11.146,15,0.467,L
MEX-7438,Fastball,22,93.608,14.318,-5.791,5.791,57,0.386,R
MEX-7438,Changeup,11,86.408,7.058,-14.119,14.119,57,0.193,R
MEX-7438,Cutter,9,90.112,7.63,-0.157,0.157,57,0.158,R
MEX-7438,Curveball,6,82.679,-4.995,8.32,-8.32,57,0.105,R
MEX-7438,Slider,5,85.274,3.4,0.605,-0.605,57,0.088,R
MEX-7568,Fastball,20,93.478,15.976,-5.455,5.455,61,0.328,R
MEX-7568,Cutter,15,91.764,11.654,3.115,-3.115,61,0.246,R
MEX-7568,Changeup,9,85.275,6.742,-9.668,9.668,61,0.148,R
MEX-7568,Slider,9,84.912,4.254,3.663,-3.663,61,0.148,R
MEX-7568,Curveball,5,81.384,-2.632,3.949,-3.949,61,0.082,R
MEX-9519,Fastball,19,89.005,15.69,5.658,5.658,61,0.311,L
MEX-9519,Changeup,12,80.637,8.976,8.92,8.92,61,0.197,L
MEX-9519,Cutter,12,85.679,8.238,0.103,0.103,61,0.197,L
MEX-9519,Slider,9,80.46,6.185,-1.077,-1.077,61,0.148,L
MEX-9519,Curveball,7,80.987,-0.983,3.262,3.262,61,0.115,L
MEX-9601,Fastball,35,90.512,16.633,-1.225,1.225,83,0.422,R
MEX-9601,Slider,16,77.214,2.409,6.091,-6.091,83,0.193,R
MEX-9601,Changeup,14,75.714,6.723,-3.97,3.97,83,0.169,R
MEX-9601,Cutter,8,86.923,12.191,7.227,-7.227,83,0.096,R
MEX-9601,Curveball,5,78.073,-12.346,8.221,-8.221,83,0.06,R
MEX-9601,Sinker,5,88.035,4.834,-1.874,1.874,83,0.06,R
MKS-0106,Changeup,11,78.375,13.921,15.992,15.992,29,0.379,L
MKS-0106,Fastball,9,91.432,20.183,9.969,9.969,29,0.31,L
MKS-0106,Cutter,5,90.93,17.947,4.776,4.776,29,0.172,L
MKS-0632,Fastball,8,92.721,18.581,-1.704,1.704,25,0.32,R
MKS-0632,Changeup,6,87.24,7.303,-5.093,5.093,25,0.24,R
MKS-0632,Cutter,5,93.768,9.278,3.072,-3.072,25,0.2,R
MKS-2544,Fastball,15,92.816,13.142,-15.569,15.569,35,0.429,R
MKS-2544,Slider,12,82.536,3.047,-2.772,2.772,35,0.343,R
MKS-2627,Fastball,33,85.108,17.815,-7.636,7.636,81,0.407,R
MKS-2627,Changeup,14,78.988,12.016,-8.079,8.079,81,0.173,R
MKS-2627,Slider,14,77.919,6.528,2.063,-2.063,81,0.173,R
MKS-2627,Curveball,9,76.559,-2.888,2.557,-2.557,81,0.111,R
MKS-2627,Cutter,9,83.3,15.873,0.959,-0.959,81,0.111,R
MKS-3140,Fastball,6,92.175,15.954,-7.272,7.272,15,0.4,R
MKS-3140,Slider,6,78.201,-13.017,12.775,-12.775,15,0.4,R
MKS-4505,Fastball,9,91.137,17.717,-9.159,9.159,15,0.6,R
MKS-4505,Slider,6,81.487,-8.024,2.631,-2.631,15,0.4,R
MKS-5412,Fastball,13,86.869,18.557,6.76,6.76,22,0.591,L
MKS-5412,Slider,7,67.5,-14.136,-14.629,-14.629,22,0.318,L
MKS-6292,Fastball,21,92.757,17.414,-8.748,8.748,44,0.477,R
MKS-6292,Slider,19,85.023,4.942,2.122,-2.122,44,0.432,R
MKS-7424,Fastball,36,92.267,17.23,-9.689,9.689,72,0.5,R
MKS-7424,Changeup,15,83.193,10.305,-12.365,12.365,72,0.208,R
MKS-7424,Slider,8,82.181,14.799,-3.049,3.049,72,0.111,R
MKS-7424,Curveball,7,74.305,-17.297,10.915,-10.915,72,0.097,R
MKS-7813,Fastball,15,93.01,19.932,-9.366,9.366,24,0.625,R
MKS-7813,Slider,5,77.398,-2.656,12.532,-12.532,24,0.208,R
MPC-0483,Slider,17,82.335,4.984,6.495,-6.495,40,0.425,R
MPC-0483,Sinker,12,92.77,-1.021,-16.128,16.128,40,0.3,R
MPC-0483,Fastball,10,92.758,6.531,-17.703,17.703,40,0.25,R
MPC-2000,Fastball,13,95.064,11.956,-9.793,9.793,28,0.464,R
MPC-2000,Slider,6,85.545,-0.133,3.361,-3.361,28,0.214,R
MPC-2000,Sinker,5,96.022,2.676,-13.112,13.112,28,0.179,R
MPC-2120,Changeup,19,82.98,5.053,-16.322,16.322,59,0.322,R
MPC-2120,Fastball,19,93.35,8.233,-16.614,16.614,59,0.322,R
MPC-2120,Slider,10,83.378,3.717,3.871,-3.871,59,0.169,R
MPC-2120,Sinker,6,92.927,2.001,-17.218,17.218,59,0.102,R
MPC-5301,Fastball,24,88.094,17.106,8.331,8.331,61,0.393,L
MPC-5301,Changeup,17,81.671,7.699,14.516,14.516,61,0.279,L
MPC-5301,Curveball,9,73.717,-12.325,-12.542,-12.542,61,0.148,L
MPC-5301,Cutter,5,83.894,10.64,0.06,0.06,61,0.082,L
MPC-5301,Slider,5,75.158,-7.922,-8.968,-8.968,61,0.082,L
MPC-5486,Fastball,10,89.88,5.843,10.547,10.547,28,0.357,L
MPC-5486,Slider,9,82.534,-4.863,-13.684,-13.684,28,0.321,L
MPC-5687,Slider,9,76.352,-5.686,8.791,-8.791,19,0.474,R
MPC-5687,Fastball,8,91.496,17.619,-9.25,9.25,19,0.421,R
MPC-6067,Fastball,19,87.741,16.605,6.79,6.79,45,0.422,L
MPC-6067,Changeup,14,80.697,10.877,7.747,7.747,45,0.311,L
MPC-6067,Curveball,5,77.482,-3.99,-6.27,-6.27,45,0.111,L
MPC-6067,Slider,5,79.123,9.491,-4.345,-4.345,45,0.111,L
MPC-7250,Fastball,39,91.276,16.286,-6.042,6.042,82,0.476,R
MPC-7250,Slider,23,84.48,1.813,2.14,-2.14,82,0.28,R
MPC-7250,Changeup,7,84.645,9.101,-9.619,9.619,82,0.085,R
MPC-7250,Cutter,7,88.969,12.232,-0.422,0.422,82,0.085,R
MPC-7250,Curveball,5,83.807,-0.863,-3.219,3.219,82,0.061,R
MPC-7598,Fastball,10,89.847,12.362,-0.166,-0.166,21,0.476,L
MPC-7598,Curveball,5,79.463,-8.345,-3.83,-3.83,21,0.238,L
MSE-0849,Changeup,7,85.6,8.393,-11.777,11.777,30,0.233,R
MSE-0849,Cutter,7,89.377,11.534,-4.357,4.357,30,0.233,R
MSE-0849,Fastball,6,91.359,12.886,-7.267,7.267,30,0.2,R
MSE-0849,Curveball,5,84.739,0.334,-2.846,2.846,30,0.167,R
MSE-2082,Fastball,25,88.287,14.455,-7.848,7.848,77,0.325,R
MSE-2082,Changeup,18,82.469,7.624,-13.227,13.227,77,0.234,R
MSE-2082,Cutter,18,87.0,9.139,-1.121,1.121,77,0.234,R
MSE-2082,Slider,7,80.687,7.643,-1.902,1.902,77,0.091,R
MSE-2082,Sinker,5,86.846,8.987,-9.656,9.656,77,0.065,R
MSE-2187,Fastball,9,93.537,10.565,-10.18,10.18,17,0.529,R
MSE-2187,Slider,7,84.934,5.293,3.078,-3.078,17,0.412,R
MSE-2687,Fastball,32,90.386,15.781,-2.597,2.597,82,0.39,R
MSE-2687,Curveball,14,78.958,-2.697,1.979,-1.979,82,0.171,R
MSE-2687,Slider,13,82.11,2.94,5.038,-5.038,82,0.159,R
MSE-2687,Changeup,9,83.527,9.881,-6.854,6.854,82,0.11,R
MSE-2687,Cutter,9,86.972,9.176,2.597,-2.597,82,0.11,R
MSE-2687,Sinker,5,88.388,6.848,-2.612,2.612,82,0.061,R
MSE-7419,Cutter,6,86.643,10.719,-1.079,1.079,20,0.3,R
MSE-7419,Changeup,5,80.84,7.723,-9.015,9.015,20,0.25,R
MSE-7419,Fastball,5,89.655,16.012,-9.092,9.092,20,0.25,R
MSE-7819,Fastball,8,86.838,13.191,4.983,4.983,26,0.308,L
MSE-7819,Changeup,7,79.611,-4.07,8.986,8.986,26,0.269,L
MSE-7819,Cutter,7,85.25,7.351,-5.078,-5.078,26,0.269,L
MSE-8147,Fastball,10,87.004,4.478,12.547,12.547,23,0.435,L
MSE-8147,Slider,6,76.019,0.5,-3.726,-3.726,23,0.261,L
MSE-8303,Fastball,27,91.055,12.309,-7.967,7.967,78,0.346,R
MSE-8303,Curveball,13,83.349,-4.626,1.392,-1.392,78,0.167,R
MSE-8303,Slider,11,85.411,4.385,-0.32,0.32,78,0.141,R
MSE-8303,Cutter,10,90.005,8.794,-1.554,1.554,78,0.128,R
MSE-8303,Sinker,9,91.782,3.634,-11.031,11.031,78,0.115,R
MSE-8303,Changeup,8,87.271,9.706,-12.137,12.137,78,0.103,R
MSN-0946,Cutter,9,92.531,20.043,4.624,4.624,23,0.391,L
MSN-0946,Fastball,6,92.913,22.816,8.328,8.328,23,0.261,L
MSN-1680,Fastball,12,87.62,11.81,14.145,14.145,35,0.343,L
MSN-1680,Changeup,11,79.269,6.203,17.024,17.024,35,0.314,L
MSN-1680,Slider,5,73.089,3.446,-7.009,-7.009,35,0.143,L
MSN-1969,Fastball,13,92.948,16.107,-8.822,8.822,29,0.448,R
MSN-1969,Slider,12,79.702,-6.906,4.172,-4.172,29,0.414,R
MSN-4115,Fastball,20,90.009,16.926,-8.951,8.951,48,0.417,R
MSN-4115,Changeup,8,83.116,9.095,-9.988,9.988,48,0.167,R
MSN-4115,Curveball,7,73.82,-1.459,7.54,-7.54,48,0.146,R
MSN-4115,Cutter,6,85.577,9.844,-2.127,2.127,48,0.125,R
MSN-4969,Fastball,5,94.194,21.037,-15.59,15.59,15,0.333,R
MSN-4969,Slider,5,85.473,5.983,3.797,-3.797,15,0.333,R
MSN-5244,Fastball,8,89.146,5.713,16.001,16.001,17,0.471,L
MSN-5244,Slider,7,79.437,-3.061,-14.67,-14.67,17,0.412,L
MSN-5689,Fastball,29,90.285,17.421,7.878,7.878,83,0.349,L
MSN-5689,Cutter,16,82.955,7.003,-3.727,-3.727,83,0.193,L
MSN-5689,Curveball,13,71.815,-15.022,-8.445,-8.445,83,0.157,L
MSN-5689,Changeup,12,82.316,12.116,9.741,9.741,83,0.145,L
MSN-5689,Slider,12,79.277,1.22,-6.099,-6.099,83,0.145,L
MSN-6113,Slider,12,87.87,0.444,0.588,-0.588,25,0.48,R
MSN-6113,Fastball,11,95.962,10.004,-14.154,14.154,25,0.44,R
MSN-9863,Fastball,16,95.136,11.2,-11.707,11.707,33,0.485,R
MSN-9863,Slider,13,82.925,6.785,4.872,-4.872,33,0.394,R
MTW-2169,Fastball,17,92.638,7.65,18.05,18.05,40,0.425,L
MTW-2169,Slider,8,82.608,0.72,-0.636,-0.636,40,0.2,L
MTW-2169,Curveball,5,81.445,-4.76,-2.142,-2.142,40,0.125,L
MTW-2907,Fastball,21,93.158,14.795,12.592,12.592,32,0.656,L
MTW-2907,Curveball,5,80.788,-10.942,-7.475,-7.475,32,0.156,L
MTW-4113,Fastball,10,91.177,18.695,-6.593,6.593,17,0.588,R
MTW-4474,Fastball,14,95.628,18.392,-3.566,3.566,29,0.483,R
MTW-4474,Cutter,5,94.04,15.894,3.028,-3.028,29,0.172,R
MTW-4474,Slider,5,86.53,5.656,3.772,-3.772,29,0.172,R
MTW-5734,Slider,13,79.504,-8.429,8.649,-8.649,24,0.542,R
MTW-5734,Fastball,11,93.396,15.604,-10.355,10.355,24,0.458,R
MTW-5740,Fastball,8,91.141,9.677,21.358,21.358,20,0.4,L
MTW-5740,Slider,6,83.138,2.654,-4.818,-4.818,20,0.3,L
MTW-6159,Fastball,29,87.36,14.911,14.754,14.754,77,0.377,L
MTW-6159,Changeup,20,77.921,11.733,14.149,14.149,77,0.26,L
MTW-6159,Slider,18,75.78,7.773,1.414,1.414,77,0.234,L
MTW-6159,Curveball,7,75.226,-7.237,0.261,0.261,77,0.091,L
MTW-6518,Fastball,21,95.832,17.325,-8.376,8.376,48,0.438,R
MTW-6518,Slider,7,87.662,7.441,3.468,-3.468,48,0.146,R
MTW-6518,Cutter,6,92.995,13.41,-1.774,1.774,48,0.125,R
MTW-6518,Sinker,6,94.316,11.373,-7.652,7.652,48,0.125,R
MTW-6836,Fastball,20,92.215,13.858,-3.288,3.288,41,0.488,R
MTW-6836,Changeup,7,85.831,8.068,-14.195,14.195,41,0.171,R
MTW-6836,Curveball,7,80.433,-9.742,6.524,-6.524,41,0.171,R
MTW-6836,Cutter,6,90.08,10.313,0.579,-0.579,41,0.146,R
MTW-7126,Fastball,10,92.512,16.348,-8.673,8.673,15,0.667,R
MTW-9975,Fastball,30,91.142,12.051,15.621,15.621,57,0.526,L
MTW-9975,Slider,14,83.306,3.718,-2.992,-2.992,57,0.246,L
MTW-9975,Cutter,6,86.71,10.275,4.784,4.784,57,0.105,L
MTW-9975,Curveball,5,74.19,-12.17,-6.327,-6.327,57,0.088,L
NFP-0829,Fastball,9,97.659,17.896,-8.162,8.162,16,0.562,R
NFP-0829,Slider,7,85.56,1.81,2.736,-2.736,16,0.438,R
NFP-2295,Fastball,27,92.787,18.251,-3.118,3.118,69,0.391,R
NFP-2295,Cutter,15,90.116,11.334,2.147,-2.147,69,0.217,R
NFP-2295,Changeup,8,83.733,12.582,-6.759,6.759,69,0.116,R
NFP-2295,Curveball,8,83.128,4.397,-0.684,0.684,69,0.116,R
NFP-2295,Slider,6,85.425,8.153,4.939,-4.939,69,0.087,R
NFP-2295,Sinker,5,91.939,10.267,-6.643,6.643,69,0.072,R
NFP-5005,Fastball,24,84.794,18.894,7.56,7.56,73,0.329,L
NFP-5005,Slider,23,74.278,7.973,-3.402,-3.402,73,0.315,L
NFP-5005,Changeup,17,75.685,12.367,12.596,12.596,73,0.233,L
NFP-5005,Curveball,8,72.244,-6.446,-4.231,-4.231,73,0.11,L
NFP-5165,Fastball,22,93.792,17.423,-9.997,9.997,40,0.55,R
NFP-5165,Slider,13,85.134,1.891,-0.866,0.866,40,0.325,R
NFP-5684,Fastball,9,91.951,13.589,-9.561,9.561,18,0.5,R
NFP-6059,Slider,7,79.701,5.042,-0.07,0.07,19,0.368,R
NFP-6284,Fastball,38,90.637,14.451,13.396,13.396,75,0.507,L
NFP-6284,Cutter,15,86.015,9.172,0.453,0.453,75,0.2,L
NFP-6284,Curveball,13,73.786,-6.862,-5.749,-5.749,75,0.173,L
NFP-9391,Fastball,8,92.185,24.651,-3.294,3.294,15,0.533,R
NLG-0832,Fastball,15,90.555,11.89,-6.618,6.618,37,0.405,R
NLG-0832,Slider,7,80.895,5.813,3.904,-3.904,37,0.189,R
NLG-0832,Curveball,5,81.424,-2.15,5.981,-5.981,37,0.135,R
NLG-5707,Fastball,9,94.202,15.466,-5.061,5.061,25,0.36,R
NWM-0737,Sinker,13,84.579,2.108,-16.451,16.451,37,0.351,R
NWM-0737,Fastball,9,85.184,6.663,-15.666,15.666,37,0.243,R
NWM-0737,Slider,9,72.838,9.326,4.175,-4.175,37,0.243,R
NWM-2375,Fastball,44,93.399,18.664,-7.361,7.361,79,0.557,R
NWM-2375,Curveball,11,83.939,4.568,-0.473,0.473,79,0.139,R
NWM-2375,Changeup,9,82.907,9.952,-11.054,11.054,79,0.114,R
NWM-2375,Slider,7,87.344,8.161,3.757,-3.757,79,0.089,R
NWM-2535,Fastball,12,91.074,17.13,-15.119,15.119,28,0.429,R
NWM-2535,Curveball,5,82.511,6.35,-8.717,8.717,28,0.179,R
NWM-2535,Cutter,5,90.06,12.955,-7.778,7.778,28,0.179,R
NWM-2541,Fastball,30,91.621,10.771,-8.065,8.065,68,0.441,R
NWM-2541,Changeup,11,85.35,3.025,-14.139,14.139,68,0.162,R
NWM-2541,Curveball,10,79.648,-7.2,7.463,-7.463,68,0.147,R
NWM-2541,Slider,8,81.113,-0.795,5.553,-5.553,68,0.118,R
NWM-2541,Cutter,5,88.187,8.139,-3.229,3.229,68,0.074,R
NWM-4815,Slider,12,80.286,1.651,11.172,-11.172,25,0.48,R
NWM-4815,Fastball,11,93.136,18.46,-14.952,14.952,25,0.44,R
NWM-5654,Slider,10,81.387,5.068,2.15,-2.15,23,0.435,R
NWM-5654,Fastball,6,88.179,14.802,-11.501,11.501,23,0.261,R
NWM-6311,Fastball,27,91.451,8.901,-15.884,15.884,82,0.329,R
NWM-6311,Slider,17,81.385,9.686,6.869,-6.869,82,0.207,R
NWM-6311,Sinker,15,91.268,2.268,-16.429,16.429,82,0.183,R
NWM-6311,Changeup,13,83.908,4.415,-13.673,13.673,82,0.159,R
NWM-6311,Curveball,6,86.593,-4.076,-0.853,0.853,82,0.073,R
NWM-6985,Fastball,19,91.926,19.257,5.587,5.587,49,0.388,L
NWM-6985,Slider,18,80.04,9.117,-11.105,-11.105,49,0.367,L
NWM-6985,Changeup,9,82.353,10.118,5.593,5.593,49,0.184,L
NWM-8648,Fastball,17,93.513,17.269,-4.644,4.644,33,0.515,R
NWM-8648,Changeup,6,85.802,8.076,-11.943,11.943,33,0.182,R
NWM-8648,Curveball,5,82.906,-0.815,1.351,-1.351,33,0.152,R
NWM-9743,Fastball,7,94.908,19.96,-7.562,7.562,20,0.35,R
NWM-9743,Slider,6,87.729,4.034,5.062,-5.062,20,0.3,R
NXS-2434,Fastball,12,92.603,15.743,-7.923,7.923,28,0.429,R
NXS-2434,Slider,10,86.253,5.225,2.507,-2.507,28,0.357,R
NXS-5279,Fastball,6,93.507,21.352,-10.533,10.533,15,0.4,R
NXS-5279,Slider,5,82.035,7.284,1.343,-1.343,15,0.333,R
NXS-5922,Fastball,37,89.482,18.518,13.981,13.981,95,0.389,L
NXS-5922,Changeup,19,81.439,12.639,17.406,17.406,95,0.2,L
NXS-5922,Cutter,13,89.229,15.626,1.288,1.288,95,0.137,L
NXS-5922,Curveball,9,80.014,2.035,1.371,1.371,95,0.095,L
NXS-5922,Sinker,9,89.462,10.879,16.028,16.028,95,0.095,L
NXS-5922,Slider,8,81.708,13.938,0.326,0.326,95,0.084,L
NXS-6093,Fastball,15,91.522,13.107,-17.023,17.023,40,0.375,R
NXS-6093,Slider,9,82.552,6.464,-5.929,5.929,40,0.225,R
NXS-6093,Sinker,7,90.218,6.897,-17.334,17.334,40,0.175,R
NXS-6093,Changeup,5,83.699,9.02,-17.556,17.556,40,0.125,R
NXS-6626,Cutter,11,89.178,21.121,-0.74,0.74,25,0.44,R
NXS-6626,Fastball,8,90.082,24.389,-4.927,4.927,25,0.32,R
NXS-9524,Fastball,14,85.342,15.367,-13.276,13.276,28,0.5,R
NXS-9524,Slider,5,78.356,6.898,0.384,-0.384,28,0.179,R
NYN-1151,Fastball,8,90.642,11.567,-8.874,8.874,20,0.4,R
NYN-4648,Sinker,10,90.967,-2.63,-16.539,16.539,23,0.435,R
NYN-4648,Fastball,6,91.026,4.243,-16.565,16.565,23,0.261,R
NYN-6002,Fastball,11,93.792,15.727,-3.682,3.682,21,0.524,R
NYN-6002,Slider,8,84.162,-3.225,8.261,-8.261,21,0.381,R
NYN-6610,Fastball,5,94.544,16.923,-8.756,8.756,16,0.312,R
NYN-7687,Fastball,41,87.622,14.023,4.102,4.102,77,0.532,L
NYN-7687,Slider,21,76.064,-7.837,-10.814,-10.814,77,0.273,L
NYN-7687,Cutter,6,81.624,2.038,-3.93,-3.93,77,0.078,L
NYN-7687,Curveball,5,73.052,-13.78,-13.891,-13.891,77,0.065,L
NYN-8079,Fastball,9,89.862,17.72,4.747,4.747,16,0.562,L
NYN-9530,Fastball,14,90.816,18.144,-5.369,5.369,28,0.5,R
NYN-9530,Slider,8,81.239,2.409,6.517,-6.517,28,0.286,R
OER-0153,Fastball,13,91.766,14.164,-7.576,7.576,35,0.371,R
OER-0153,Cutter,7,90.231,10.467,-0.053,0.053,35,0.2,R
OER-0153,Changeup,6,83.227,5.67,-8.539,8.539,35,0.171,R
OER-0153,Curveball,5,84.654,0.084,-5.532,5.532,35,0.143,R
OER-0352,Fastball,7,91.685,14.118,-4.894,4.894,16,0.438,R
OER-0352,Slider,6,80.961,1.822,7.06,-7.06,16,0.375,R
OER-0756,Slider,10,81.969,3.821,2.393,-2.393,27,0.37,R
OER-0756,Fastball,8,92.685,10.659,-6.877,6.877,27,0.296,R
OER-1774,Fastball,39,89.163,13.104,-5.372,5.372,81,0.481,R
OER-1774,Curveball,14,75.766,-5.364,11.465,-11.465,81,0.173,R
OER-1774,Changeup,11,82.103,4.47,-6.223,6.223,81,0.136,R
OER-1774,Cutter,7,85.303,10.581,1.134,-1.134,81,0.086,R
OER-1774,Slider,6,79.02,4.793,4.352,-4.352,81,0.074,R
OER-1806,Fastball,17,87.413,14.817,8.669,8.669,49,0.347,L
OER-1806,Cutter,10,84.993,8.985,-2.73,-2.73,49,0.204,L
OER-1806,Slider,9,76.89,7.73,-0.787,-0.787,49,0.184,L
OER-1806,Changeup,5,81.13,5.551,8.051,8.051,49,0.102,L
OER-1806,Curveball,5,79.051,-0.823,-1.568,-1.568,49,0.102,L
OER-5607,Fastball,11,85.157,12.978,13.245,13.245,41,0.268,L
OER-5607,Slider,11,77.106,7.959,0.369,0.369,41,0.268,L
OER-5607,Cutter,7,82.048,9.753,0.963,0.963,41,0.171,L
OER-5607,Changeup,6,76.131,6.148,11.8,11.8,41,0.146,L
OER-5647,Fastball,11,94.626,12.782,-3.946,3.946,28,0.393,R
OER-5647,Changeup,5,84.586,5.426,-10.898,10.898,28,0.179,R
OER-6287,Fastball,22,89.351,13.528,-4.408,4.408,59,0.373,R
OER-6287,Cutter,13,85.568,6.66,4.322,-4.322,59,0.22,R
OER-6287,Curveball,8,76.605,-8.398,6.139,-6.139,59,0.136,R
OER-6287,Changeup,7,81.974,7.294,-3.1,3.1,59,0.119,R
OER-6287,Slider,5,81.913,2.036,5.27,-5.27,59,0.085,R
OER-6813,Fastball,21,91.919,12.967,-10.43,10.43,78,0.269,R
OER-6813,Changeup,16,86.411,9.457,-13.299,13.299,78,0.205,R
OER-6813,Cutter,16,90.427,6.41,-4.511,4.511,78,0.205,R
OER-6813,Slider,11,84.184,9.125,-0.95,0.95,78,0.141,R
OER-6813,Sinker,8,90.559,3.815,-9.579,9.579,78,0.103,R
OER-6813,Curveball,6,89.592,-1.74,-6.296,6.296,78,0.077,R
OER-7978,Fastball,16,91.558,14.665,-7.039,7.039,38,0.421,R
OER-7978,Cutter,6,87.858,9.631,0.513,-0.513,38,0.158,R
OER-7978,Curveball,5,78.845,-3.521,8.577,-8.577,38,0.132,R
OER-7978,Sinker,5,90.399,5.241,-3.764,3.764,38,0.132,R
OER-9813,Fastball,8,84.541,10.905,5.938,5.938,20,0.4,L
OER-9813,Slider,6,75.18,-2.429,-2.434,-2.434,20,0.3,L
OSW-1695,Fastball,13,86.504,18.198,9.698,9.698,29,0.448,L
OSW-1695,Changeup,6,76.483,14.584,5.468,5.468,29,0.207,L
OSW-4685,Fastball,9,93.836,8.614,-16.225,16.225,21,0.429,R
OSW-4685,Slider,6,82.664,4.972,6.156,-6.156,21,0.286,R
OSW-5580,Fastball,39,93.246,14.9,-12.602,12.602,82,0.476,R
OSW-5580,Slider,16,85.458,5.929,-0.746,0.746,82,0.195,R
OSW-5580,Sinker,12,93.363,6.473,-16.774,16.774,82,0.146,R
OSW-5580,Curveball,7,81.216,-3.756,1.835,-1.835,82,0.085,R
OSW-5580,Changeup,6,85.262,9.532,-18.528,18.528,82,0.073,R
OSW-5861,Fastball,47,91.968,20.228,10.87,10.87,78,0.603,L
OSW-5861,Curveball,13,81.448,-2.49,-2.87,-2.87,78,0.167,L
OSW-5861,Cutter,12,89.568,16.37,4.696,4.696,78,0.154,L
OSW-5903,Fastball,34,88.75,18.345,11.884,11.884,70,0.486,L
OSW-5903,Slider,21,78.161,-1.604,-3.821,-3.821,70,0.3,L
OSW-5903,Changeup,11,78.531,11.664,13.324,13.324,70,0.157,L
OSW-5990,Cutter,5,91.445,12.585,7.329,7.329,20,0.25,L
OSW-5990,Fastball,5,93.625,18.923,13.995,13.995,20,0.25,L
OSW-6032,Fastball,11,89.635,17.198,-10.299,10.299,16,0.688,R
OSW-9151,Fastball,20,90.344,21.078,-6.034,6.034,28,0.714,R
OWV-0477,Fastball,10,88.542,10.854,-16.267,16.267,30,0.333,R
OWV-0477,Slider,9,82.486,5.927,-1.444,1.444,30,0.3,R
OWV-0477,Sinker,5,89.577,4.793,-20.623,20.623,30,0.167,R
OWV-1054,Fastball,8,91.048,13.101,-9.656,9.656,15,0.533,R
OWV-1054,Slider,5,82.963,-0.796,3.756,-3.756,15,0.333,R
OWV-2197,Cutter,5,95.389,16.694,0.939,-0.939,15,0.333,R
OWV-2670,Fastball,30,87.802,19.701,5.099,5.099,86,0.349,L
OWV-2670,Cutter,19,84.343,5.431,-2.726,-2.726,86,0.221,L
OWV-2670,Changeup,17,80.343,14.613,15.462,15.462,86,0.198,L
OWV-2670,Slider,11,81.063,3.166,-5.214,-5.214,86,0.128,L
OWV-2670,Curveball,7,72.393,-7.161,-5.713,-5.713,86,0.081,L
OWV-2969,Sinker,6,94.319,3.068,-11.621,11.621,16,0.375,R
OWV-2969,Fastball,5,94.187,14.602,-4.684,4.684,16,0.312,R
OWV-4894,Fastball,26,90.72,18.097,-6.262,6.262,76,0.342,R
OWV-4894,Cutter,19,88.587,12.847,-0.066,0.066,76,0.25,R
OWV-4894,Changeup,8,83.5,12.043,-12.849,12.849,76,0.105,R
OWV-4894,Curveball,8,80.356,5.549,-7.637,7.637,76,0.105,R
OWV-4894,Sinker,8,90.347,10.09,-12.691,12.691,76,0.105,R
OWV-4894,Slider,7,85.227,6.505,0.957,-0.957,76,0.092,R
OWV-6187,Fastball,14,92.557,15.065,-6.559,6.559,34,0.412,R
OWV-6187,Changeup,9,84.848,6.756,-14.019,14.019,34,0.265,R
OWV-7917,Fastball,31,91.715,15.837,-10.504,10.504,77,0.403,R
OWV-7917,Slider,19,84.719,6.24,1.864,-1.864,77,0.247,R
OWV-7917,Changeup,10,82.5,4.29,-10.489,10.489,77,0.13,R
OWV-7917,Cutter,8,88.708,10.548,2.609,-2.609,77,0.104,R
OWV-7917,Curveball,5,82.801,-2.276,1.703,-1.703,77,0.065,R
PHD-0210,Fastball,257,95.639,16.79,-12.222,12.222,528,0.487,R
PHD-0210,Changeup,81,88.516,10.53,-14.892,14.892,528,0.153,R
PHD-0210,Curveball,77,84.59,-3.345,1.825,-1.825,528,0.146,R
PHD-0210,Slider,53,86.321,3.903,-2.113,2.113,528,0.1,R
PHD-0210,Sinker,31,94.326,9.53,-12.987,12.987,528,0.059,R
PHD-0210,Cutter,29,92.613,14.8,-7.119,7.119,528,0.055,R
PHD-0342,Fastball,175,91.186,15.968,10.75,10.75,344,0.509,L
PHD-0342,Slider,76,83.709,4.343,-2.643,-2.643,344,0.221,L
PHD-0342,Curveball,34,82.48,0.069,-2.356,-2.356,344,0.099,L
PHD-0342,Sinker,28,90.914,8.478,13.621,13.621,344,0.081,L
PHD-0342,Cutter,24,88.501,14.663,4.066,4.066,344,0.07,L
PHD-0349,Fastball,451,91.47,16.959,6.5,6.5,999,0.451,L
PHD-0349,Cutter,157,88.232,10.38,-2.393,-2.393,999,0.157,L
PHD-0349,Changeup,143,81.881,14.386,10.634,10.634,999,0.143,L
PHD-0349,Curveball,98,76.712,-5.417,-5.61,-5.61,999,0.098,L
PHD-0349,Slider,95,84.581,8.74,-3.324,-3.324,999,0.095,L
PHD-0349,Sinker,55,90.709,10.564,7.301,7.301,999,0.055,L
PHD-0353,Fastball,67,95.715,18.328,7.792,7.792,198,0.338,L
PHD-0353,Cutter,50,92.83,12.483,-1.136,-1.136,198,0.253,L
PHD-0353,Slider,38,89.69,9.966,-2.427,-2.427,198,0.192,L
